Image,Blur,Brightness,Contrast,Sharpness,Noise,Quality,Status
IMG_8864.JPG,452.03,190.42,27.93,34.85,5.16,0.663,Moderate
Alteria Blight and Thrips insect damage of cumin.JPG,451.78,190.42,27.93,34.85,5.16,0.663,Moderate
no(10).jpg,152.69,154.96,50.53,27.83,3.14,0.663,Moderate
cercospora.jpg,155.98,104.14,38.78,35.16,3.53,0.663,Moderate
IMG_20260228_090727.jpg,166.97,144.25,42.88,26.25,3.58,0.663,Moderate
Alternaria_(4).jpg,150.23,133.9,36.02,29.12,3.35,0.661,Moderate
Cercospora_(2).jpg,165.28,135.02,30.52,30.83,3.56,0.66,Moderate
no(9).jpg,106.92,151.62,65.78,21.83,2.57,0.659,Moderate
no(4).jpg,142.98,154.26,56.43,22.85,2.94,0.657,Moderate
no(2).jpg,129.08,163.91,57.96,29.1,3.02,0.657,Moderate
cumin_he3.jpeg,105.78,128.82,32.46,35.79,2.75,0.656,Moderate
IMG_4846(1).jpg,136.18,150.89,47.26,29.12,3.22,0.654,Moderate
IMG_4846.jpg,136.25,150.89,47.25,29.12,3.22,0.654,Moderate
no(7).jpg,122.38,161.73,59.61,26.32,2.89,0.651,Moderate
pottassium5.jpg,99.36,113.65,53.9,24.67,2.48,0.648,Poor
IMG_8887.jpg,121.39,166.03,57.19,29.07,2.96,0.647,Poor
no118.jpg,118.6,153.03,48.03,30.3,2.9,0.647,Poor
no(4)1.jpg,146.54,155.07,50.51,23.66,3.0,0.646,Poor
no(1).jpg,133.97,173.63,56.5,30.59,3.12,0.646,Poor
alternaria leaf (4).jpg,155.79,140.03,32.18,28.32,3.43,0.643,Poor
no(10)1.jpg,120.25,150.97,44.72,30.47,3.0,0.643,Poor
no(3).jpg,133.01,166.97,56.84,25.9,2.93,0.642,Poor
21371018861_42fd0d4585_o.jpg,111.76,136.95,46.15,23.91,2.73,0.642,Poor
pottasium2.jpg,104.2,105.14,52.48,27.22,2.65,0.642,Poor
IMG_20260222_183359.jpg,98.56,123.58,46.18,23.58,2.47,0.641,Poor
no(21).jpg,112.06,153.47,42.23,33.31,2.85,0.637,Poor
no(1).jpg,116.4,154.94,60.82,18.5,2.59,0.636,Poor
no.jpg,141.87,168.68,55.5,23.34,2.91,0.633,Poor
test5.jpg,100.87,102.27,42.77,33.79,2.65,0.633,Poor
IMG_20260228_090435.jpg,173.43,148.75,31.17,26.62,3.66,0.632,Poor
IMG_20260222_183624.jpg,162.77,131.58,26.43,23.71,3.18,0.632,Poor
Leaf curl of papaya13.jpg,124.15,96.92,45.13,30.02,3.07,0.632,Poor
no(8).jpg,113.45,157.02,60.18,19.29,2.58,0.632,Poor
no(20).jpg,93.58,137.59,54.82,17.02,2.32,0.63,Poor
no(20).jpg,93.7,137.59,54.82,17.01,2.32,0.63,Poor
castor_heal.png,337.41,41.27,55.95,13.69,4.26,0.629,Poor
no(21).jpg,125.87,161.16,43.65,30.76,3.08,0.628,Poor
Cercospora_.jpg,123.33,144.63,33.25,29.74,2.98,0.624,Poor
no(3).jpg,112.41,166.65,50.98,26.87,2.73,0.618,Poor
Cercospora_(1).jpg,173.46,159.59,27.71,30.29,3.65,0.618,Poor
IMG_20260222_183650.jpg,167.3,104.25,29.64,25.55,3.33,0.617,Poor
IMG_8888.jpg,122.21,172.19,52.71,25.29,2.86,0.614,Poor
IMG_20260228_090326.jpg,172.09,154.17,28.38,26.39,3.67,0.614,Poor
Cercospora Phytophthora_.jpg,147.81,157.64,28.97,31.42,3.36,0.613,Poor
IMG_20260222_183447.jpg,156.14,153.23,33.19,23.74,3.22,0.611,Poor
Cercospora Phytophthora_(1).jpg,156.3,164.19,34.17,28.57,3.48,0.611,Poor
pest_damage1.jpg,157.54,93.07,38.0,23.79,3.2,0.609,Poor
IMG-20260325-WA0042.jpg,135.99,156.68,30.14,31.1,3.16,0.609,Poor
Alternaria_(3).jpg,119.51,144.3,32.73,25.68,2.88,0.607,Poor
download.jpg,103.6,113.63,37.2,24.3,2.67,0.607,Poor
Cercospora_(5).jpg,141.38,152.94,30.86,26.09,3.18,0.603,Poor
no(17).jpg,135.56,164.86,41.36,24.41,2.96,0.603,Poor
no(17).jpg,135.42,164.86,41.36,24.42,2.96,0.603,Poor
alternaria leaf (6).jpg,100.68,143.25,35.63,24.57,2.55,0.602,Poor
IMG_20260222_183605.jpg,108.06,130.66,34.01,17.88,2.51,0.6,Poor
IMG_20260228_090859.jpg,86.72,107.07,46.9,19.66,2.28,0.596,Poor
IMG_20260222_183713.jpg,100.81,119.64,31.02,23.06,2.49,0.596,Poor
IMG_8905.jpg,126.23,175.62,47.35,24.66,2.9,0.596,Poor
IMG_20260222_183414.jpg,92.21,132.26,32.49,21.2,2.31,0.595,Poor
no13.jpg,165.23,181.56,38.42,25.7,3.2,0.592,Poor
img1.jpg,93.47,113.52,32.74,24.82,2.38,0.592,Poor
Cercospora_(3).jpg,119.97,145.97,25.27,26.74,2.89,0.59,Poor
Cercospora_(4).jpg,129.06,150.89,28.83,24.73,2.99,0.59,Poor
Cercospora_(6).jpg,134.72,158.27,30.01,26.44,3.16,0.59,Poor
IMG-20260324-WA0050.jpg,129.97,155.19,29.04,25.91,2.99,0.588,Poor
nitrogen4.jpg,83.73,110.87,45.78,16.46,2.14,0.588,Poor
IMG_20260222_183048.jpg,81.44,131.39,34.39,18.49,2.08,0.586,Poor
no11.jpg,151.17,180.69,38.01,25.77,3.1,0.584,Poor
IMG_20260222_183743.jpg,106.63,169.53,28.99,35.32,2.73,0.583,Poor
no.jpg,118.42,177.57,43.96,23.98,2.74,0.578,Poor
no(2).jpg,106.32,175.54,49.99,20.06,2.52,0.576,Poor
IMG_20260222_183726.jpg,105.91,90.52,34.47,26.11,2.61,0.572,Poor
IMG_8871.jpg,194.58,195.93,26.5,29.74,3.61,0.571,Poor
spider_mite2.jpg,97.63,150.37,34.21,19.73,2.46,0.569,Poor
IMG_20260222_183659.jpg,95.45,145.54,26.23,22.45,2.39,0.565,Poor
no12.jpg,153.79,186.21,36.62,23.24,3.07,0.565,Poor
IMG_20260222_183452.jpg,110.56,155.4,27.79,20.89,2.6,0.557,Poor
IMG_20260222_183748.jpg,89.38,152.62,31.49,18.77,2.25,0.551,Poor
no(13).jpg,111.1,178.71,40.31,18.6,2.55,0.545,Poor
no(5).jpg,112.76,180.2,38.18,19.63,2.58,0.542,Poor
IMG_8869.jpg,151.28,194.01,29.21,26.19,3.19,0.542,Poor
cumin_he6.jpeg,88.99,167.49,26.41,26.67,2.28,0.541,Poor
general_diseases_detail.jpg,200.26,238.66,42.06,26.53,4.98,0.529,Poor
IMG_20260228_090919.jpg,81.63,80.37,41.9,16.24,2.1,0.528,Poor
pottassium6.jpg,86.69,86.7,30.62,16.09,2.19,0.512,Poor
IMG_20260228_090931.jpg,75.42,172.56,33.96,12.51,1.96,0.497,Poor
